Customer_ID,Customer_Name,Country,City,Age,Signup_Date,Customer_Segment,Annual_Spend_DKK,Orders,Email,Active
10428,Adam Ali,Norway,Oslo,58.0,2025-11-23,Standard,6564.18,18,missing-at-sign.com,Yes
10035,Sara Mohamed,Denmark,Odense,22.0,2025-01-07,Standard,4656.53,13,user10035@example.com,Yes
10066,Emma Jensen,Denmark,Copenhagen,46.0,2026-02-01,Standard,20050.72,21,user10066@example.com,Yes
10273,Lucas Garcia,Denmark,Aarhus,62.0,"Jan 15, 2026",Standard,"14,762.68 DKK",15,user10273@example.com,Yes
10069,Leila Osman,Denmark,Odense,22.0,2024-08-18,Standard,13242.5,5,user10069@example.com,No
10311,Daniel Brown,Denmark,Aarhus,24.0,2024-03-02,Standard,13485.44,2,user10311@example.com,Yes
10168,Daniel Martin,Norway,Bergen,71.0,2026-02-26,Premium,2325.46,17,user10168@example.com,Yes
10370,Lucas Garcia,Germany,Berlin,52.0,"Mar 19, 2024",Basic,2600.36,25,user10370@example.com,Yes
10044,Adam Ali,Denmark,Odense,43.0,2024-09-17,Premium,20304.98,7,user10044@example.com,Yes
10546,Lina Osman,Denmark,,47.0,2024-09-04,Standard,17003.6,18,user10546@example.com,No
10198,Daniel Brown,Germany,Berlin,48.0,2025-05-22,Basic,"1,469.62 DKK",7,user10198@example.com,Yes
10002,Emily Wilson,Denmark,Odense,29.0,03/11/2025,Premium,15094.06,32,user10002@example.com,Yes
10003,Elias Hussein,Norway,Oslo,60.0,2024-05-20,Basic,7870.16,3,user10003@example.com,Yes
10482,Emil Johansson,Denmark,Odense,62.0,unknown,Standard,,14,user10482@example.com,Yes
10048,Sofia Rossi,Denmark,Aalborg,60.0,2026-03-27,Standard,18196.4,8,USER10048@EXAMPLE.COM,Yes
10622,Sara Mohamed,Denmark,Aalborg,31.0,2024-04-02,Standard,17293.41,27,user10622@example.com,Yes
10323,Amira Khalil,Denmark,Copenhagen,24.0,2025-09-12,Basic,4540.2,16,user10323@example.com,Yes
10121,Adam Hassan,Sweden,Malmö,51.0,2026-06-07,Basic,7114.52,8,user10121@example.com,Yes
10159,Laura Thomsen,Sweden,Malmö,37.0,2025-08-16,Standard,10958.08,33,user10159@example.com,No
10449,isabella romano,Denmark,København,,2024-09-17,Premium,3841.53,4,user10449@example.com,Yes
10642,Laura Thomsen,Norway,Oslo,29.0,13/04/2026,Basic,8157.7,18,user10642@example.com,No
10164,Clara Andersen,Denmark,Aalborg,19.0,25/03/2024,Standard,"20,842.81 DKK",19,user10164@example.com,no
10109,Emma Jensen,Denmark,Copenhagen,57.0,2024-06-17,Premium,12148.82,23,,No
10173,  Oscar Berg ,Denmark,Odense,28.0,2025-06-24,Standard,11981.2,9,user10173@example.com,Yes
10640,IDA SØRENSEN,Norway,Oslo,20.0,2026-01-11,Standard,8717.3,17,user10640@example.com,NO
10531,Sofia Petersen,Sweden,Stockholm,37.0,2024-02-20,Standard,12861.74,6,user10531@example.com,Yes
10362,Lina Osman,Denmark,Aarhus,40.0,2025-09-06,Premium,5453.61,11,user10362@example.com,No
10505,William Pedersen,Denmark,Aalborg,55.0,2024-02-03,Standard,9462.75,5,user10505@example.com,Yes
10131,Maya Lindberg,Denmark,Aalborg,69.0,2026-01-18,Standard,16393.58,3,user10131@example.com,No
10288,Oliver Hansen,DK,Copenhagen,21.0,29/04/2024,Standard,14827.58,10,user10288@example.com,Yes
10525,Elena Müller,Denmark,Aarhus,41.0,2025-01-22,Standard ,25691.73,33,user10525@example.com,Yes
10551,Oliver Hansen,Denmark,Odense,56.0,2026-04-10,Premium,9599.39,23,user10551@example.com,No
10209,Nora Eriksson, Denmark ,aalborg,60.0,2026-01-27,Standard,13386.37,24,user10209@example.com,no
10333,Oliver Hansen,Sweden,Malmö,26.0,"Jul 04, 2024",Standard,"8,536.00 DKK",23,user10333@example.com,Yes
10563,Leo Wagner,Norway,Bergen,26.0,2025-08-30,Premium,24341.34,1,user10563@example.com,Yes
10047,Nora Eriksson,Denmark,Odense,48.0,09/07/2024,Standard,"10,295.23 DKK",11,user10047@example.com,Yes
10397,Maya Lindberg,Norway,Oslo,34.0,2025-07-31,basic,10081.85,19,,Yes
10089,Victor Lindström,Denmark,aalborg,52.0,2026-02-11,Standard,11159.51,23,user10089@example.com,Yes
10335,Emily Wilson,Denmark,Odense,61.0,08/11/2025,Premium,7598.37,17,user10335@example.com,No
10096,Yasmin Ahmed,Sweden,Gothenburg,37.0,2025-11-14,Premium,4748.74,33,user10096@example.com,Yes
10620,Sara Mohamed,Denmark,Aalborg,41.0,2025-10-02,Basic,8086.1,25,user10620@example.com,Yes
10594,Sofia Rossi,Sweden,Stockholm,28.0,2024-09-27,Standard,11847.31,24,user10594@example.com,Yes
10614,Daniel Brown,Germany,Hamburg,70.0,2025-07-03,Standard,12545.9,9,user10614@example.com,No
10102,Alexander Rasmussen,Sweden,,60.0,"Apr 24, 2026",Premium,3384.06,7,user10102@example.com,Yes
10460,Yasmin Ahmed,Sweden,Malmö,32.0,2026-02-03,Basic,24584.59,15,user10460@example.com,Yes
10279,Sofie Larsen,Germany,Hamburg,65.0,2024-06-17,Premium,7133.78,26,user10279@example.com,Yes
10497,  Omar Mohamed ,Denmark,Aalborg,-8.0,2025-02-08,Premium,12470.62,7,user10497@example.com,Yes
10225,Lina Osman,Denmark,Aarhus,51.0,2024-09-25,Standard,21333.94,3,user10225@example.com,Yes
10040,Emily Wilson,Sweden,Gothenburg,64.0,"Jun 15, 2024",Premium,21963.17,7,user10040@example.com,Yes
10412,Maya Lindberg,Sweden,Gothenburg,45.0,2025-02-25,Premium,9969.62,28,user10412@example.com,Yes
10018,Yasmin Ahmed,Denmark,Copenhagen,20.0,2025-09-13,Basic,12449.57,20,user10018@example.com,Yes
10200,Leo Wagner,Denmark,Ålborg,39.0,22/03/2025,Premium,6744.69,11,user10200@example.com,N
10041,Sara Mohamed,Denmark,ODENSE,30.0,2024-12-29,Premium,7022.45,12,user10041@example.com,No
10138,maya patel,Denmark,Odense,28.0,2025-10-24,Standard,7655.94,15,user10138@example.com,No
10481,Mads Nielsen,Denmark,Aarhus,41.0,2025-10-11,Standard ,"20,091.25 DKK",11,user10481@example.com,Yes
10440,Ida Sørensen,Sweden,Gothenburg,28.0,2024-05-30,Premium,10976.26,2,user10440@example.com,Yes
10509,Oliver Hansen,Denmark,Copenhagen,66.0,2024-03-13,Standard,6777.34,19,user10509@example.com,Yes
10644,Mads Nielsen,Denmark,Aarhus,46.0,2024-06-30,Standard ,21110.76,25,user10644@example.com,Yes
10312,William Pedersen,Denmark,Ålborg,22.0,2024-06-01,Basic,14338.46,6,user10312@example.com,Yes
10204,Anna Schmidt,Denmark,Odense,21.0,2024-11-09,Basic,12702.43,28,user10204@example.com,no
10410,Ida Sørensen,Germany,Hamburg,61.0,2025-03-20,Premium,18611.17,17,user10410@example.com,Yes
10433,Elias Hussein,Sweden,Gothenburg,48.0,2024-07-12,Premium,6898.51,6,user10433@example.com,No
10042,William Pedersen,Norway,Oslo,44.0,2025-02-21,Standard,11442.68,21,user10042@example.com,Yes
10468,Maya Lindberg,Germany,Hamburg,56.0,2024-08-13,Standard,19926.14,31,user10468@example.com,YES
10330,William Pedersen,Denmark,Odense,53.0,2024-03-10,Standard,,21,user10330@example.com,Yes
10419,Emily Wilson,Denmark,Aarhus,50.0,2025-01-18,Standard,10222.34,2,user10419@example.com,Yes
10178,Daniel Martin,Germany,Berlin,66.0,2026-03-06,Standard,5048.36,6,user10178@example.com,yes
10386,Amina Hassan,Germany,Berlin,53.0,2025-03-01,Standard,8065.82,10,user10386@example.com,Yes
10603,sofia rossi,Germany,Hamburg,59.0,2024-04-04,Standard,20973.19,29,user10603@example.com,Yes
10155,Adam Ali,DENMARK,Aalborg,71.0,2024-12-19,Standard,,22,user10155@example.com,Yes
10199,Maya Lindberg,Denmark,Aalborg,56.0,2025-06-28,Basic,19930.74,15,user10199@example.com,Yes
10459,Adam Ali,Norway,Oslo,39.0,18/03/2025,Standard,3908.02,12,user10459@example.com,Yes
10278,Daniel Brown,Denmark,AALBORG,68.0,2024-03-22,Premium,5308.66,24,user10278@example.com,Yes
10255,Maya Lindberg,Denmark,Copenhagen,57.0,2024-01-16,Standard,19946.87,15,user10255@example.com,Yes
10347,Emil Johansson,Germany,Hamburg,49.0,2024-11-01,Standard,20676.12,8,user10347@example.com,Yes
10123,YASMIN AHMED,Denmark,Copenhagen,24.0,2024-10-04,Standard,10781.55,1,user10123@example.com,Yes
10214,Emil Johansson,Norway,Bergen,70.0,2024-02-15,Standard,19833.11,31,user10214@example.com,Yes
10511,Alexander Rasmussen,Denmark,Copenhagen,47.0,2024-06-05,Basic,,32,user10511@example.com,Yes
10077,Leila Osman,Denmark, Odense ,69.0,2024-05-24,Basic,8428.03,18,user10077@example.com,Yes
10285,Noah Khan,Denmark,Odense,37.0,2024-03-19,Basic,6495.6,5,user10285@example.com,Yes
10175,Omar Mohamed,Denmark,Odense,47.0,2025-07-03,Standard,8585.41,10,user10175@example.com,Yes
10277,Sara Mohamed,Denmark,AALBORG,53.0,2024-04-29,Standard,6610.19,26,user10277@example.com,Yes
10005,Lina Osman,Denmark,Aalborg,58.0,2024-07-31,Basic,13186.22,11,user10005@example.com,Yes
10270,Omar Mohamed,Denmark,Aarhus,29.0,2026-04-09,Standard,16973.26,33,user10270@example.com,Yes
10222,Sofia Rossi,Denmark,Odense,62.0,2025-11-02,Standard,9253.13,19,user10222@example.com,Yes
10376,Omar Mohamed,Denmark,Aalborg,43.0,2025-10-30,Basic,,11,user10376@example.com,No
10593,Victor Lindström,Denmark,Aalborg,54.0,18/05/2025,Standard,,9,user10593@example.com,No
10389,Adam Hassan,Denmark,Aarhus,66.0,2024-03-15,Standard,"15,624.72 DKK",13,user10389@example.com,Yes
10256,Freja Møller,Sweden,Gothenburg,22.0,2026-03-10,Standard ,6028.11,33,user10256@example.com,Yes
10498,Lucas Kristensen,Sweden,Stockholm,34.0,2026-06-05,Standard,4024.49,25,user10498@example.com,Yes
10254,Lina Osman,Denmark,Copenhagen,22.0,2024-06-30,Premium,13332.82,25,user10254@example.com,Yes
10310,William Pedersen,Denmark,Aalborg,36.0,2025-02-24,Standard,6959.67,20,user10310@example.com,Yes
10117,Noah Khan,Norway,Bergen,41.0,2025-07-12,Standard,9413.42,21,user10117@example.com,Yes
10149,Lucas Garcia,Denmark,Aalborg,40.0,2024-01-08,Premium,11553.76,29,user10149@example.com,Yes
10348,Maya Patel,Denmark,Copenhagen,44.0,2025-05-13,Premium,"15,671.66 DKK",21,user10348@example.com,No
10057,Emil Johansson,Denmark,Copenhagen,21.0,2024-09-05,Standard,6441.08,12,user10057@example.com,no
10269,Amira Khalil,DK,Copenhagen,64.0,2025-09-02,Basic,3516.25,11, user10269@example.com ,Yes
10006,Maya Patel,Germany,Hamburg,58.0,2024-06-18,Basic,9697.23,20,,Yes
10477,Emil Johansson,Denmark,Århus,23.0,2024-04-08,Premium,14718.89,22,user10477@example.com,Yes
10036,omar mohamed,Denmark,Aalborg,19.0,2025-02-25,Basic,15346.67,3,user10036@example.com,Yes
10156,Clara Andersen,Sweden,Malmö,65.0,2024-11-12,Standard,20008.37,25,user10156@example.com,Yes
10526,Amira Khalil,Denmark,Copenhagen,66.0,2024-06-18,Premium,9939.58,28,user10526@example.com,Yes
10589,Clara Andersen,Denmark,Odense,21.0,2026-05-13,Premium,8845.88,12,user10589@example.com,Yes
10649,Emma Jensen,Sweden,Gothenburg,25.0,2024-09-30,Basic,11580.57,11,user10649@example.com,Yes
10301,Anna Schmidt,Norway,Bergen,45.0,2025-01-30,Standard,36609.74,34,user10301@example.com,Yes
10639,Leila Osman,Norway,Bergen,65.0,2024-05-05,Standard,12584.82,5,user10639@example.com,Yes
10265,Adam Ali,Germany,Hamburg,22.0,2024-08-24,Basic,6368.62,11,user10265@example.com,No
10329,Daniel Martin,Sweden,Stockholm,28.0,2026-03-04,Basic,9199.09,1,user10329@example.com,Yes
10249,Elias Holm,Denmark,Odense,33.0,2024-04-20,Standard,9761.11,12,user10249@example.com,Yes
10627,Sofia Petersen,Norway,Oslo,49.0,2025-09-17,Standard,"8,599.93 DKK",17,user10627@example.com,Yes
10517,Alexander Rasmussen,Denmark,Copenhagen,51.0,2025-09-02,Basic,14613.07,27,user10517@example.com,Yes
10004,Victor Lindström,Sweden,Stockholm,48.0,2024-11-30,Basic,25358.11,8,user10004@example.com,Yes
10068,Maya Lindberg,Denmark,Odense,70.0,2024-12-25,Premium,12353.58,34,user10068@example.com,Yes
10320,Omar Mohamed,Germany,Berlin,38.0,2024-08-09,Basic,12441.96,25,user10320@example.com,Yes
10262,Laura Thomsen,Norway,Bergen,68.0,04/06/2025,Standard,11208.27,16,user10262@example.com,Yes
10555,Sofie Larsen,Denmark,Aarhus,21.0,2024-01-21,Standard,22029.11,24,user10555@example.com,Yes
10574,Adam Hassan,Norway,Oslo,36.0,09/06/2024,Standard,10699.79,7,user10574@example.com,Yes
10514,Elias Holm,Denmark,Odense,68.0,2025-07-27,Standard,,31,user10514@example.com,Yes
10508,elias holm,Norway,Bergen,37.0,2025-05-07,Premium,6703.69,21,user10508@example.com,Yes
10577,Alexander Rasmussen,Germany,Hamburg,51.0,2024-10-30,Basic,11770.33,9,user10577@example.com,Yes
10120,elias holm,Sweden,Stockholm,26.0,2024-04-16,Standard,5744.59,20,user10120@example.com,Yes
10140,Leila Osman,Denmark,Aarhus,36.0,2025-09-02,Standard,15483.43,3,user10140@example.com,Yes
10274,Isabella Romano,Sweden,Stockholm,29.0,2024-06-01,Premium,6137.32,28,user10274@example.com,Yes
10496,Ida Sørensen,Denmark,Aalborg,58.0,2026-06-06,Standard,6080.08,33,user10496@example.com,Yes
10544,Leo Wagner,Germany,Berlin,48.0,2025-08-13,Basic,8907.74,10, user10544@example.com ,Yes
10337,Freja Møller,Denmark,Aalborg,59.0,2025-02-11,Basic,5692.65,26,user10337@example.com,Yes
10619,Maya Lindberg,Denmark,København,71.0,18/07/2024,Standard,16085.99,16,user10619@example.com,Yes
10573,Lina Osman,Denmark,Aarhus,41.0,2025-05-08,Standard,13902.34,26,user10573@example.com,Yes
10566,Emily Wilson,Sweden,Gothenburg,,2024-03-05,basic,12048.36,26,user10566@example.com,No
10355,Freja Møller,Denmark,Aalborg,32.0,2026-04-12,Standard,4596.69,15,user10355@example.com,No
10189,Sofie Larsen,Sweden,Stockholm,18.0,2026-04-21,Basic,23544.82,28,user10189@example.com,Yes
10363,Lucas Kristensen, Denmark ,Odense,70.0,2025-07-02,Standard,21560.93,11,user10363@example.com,No
10264,Amira Khalil,Denmark,Aarhus,51.0,2024-05-06,Standard,12781.6,0,user10264@example.com,Yes
10243,Oliver Hansen,Denmark,Copenhagen,59.0,2024-11-30,Standard,10337.8,26,user10243@example.com,Yes
10495,  Elias Holm ,Norway,Bergen,67.0,2024-08-05,Standard,8681.77,31,user10495@example.com,Yes
10074,Emily Wilson,Denmark,odense,28.0,29/07/2025,BASIC,9034.02,14,user10074@example.com,Yes
10012,Emil Johansson,Germany,Berlin,68.0,2025-03-07,Standard,22186.53,5,user10012@example.com,Yes
10203,Alexander Rasmussen,Danmark,Aalborg,71.0,2025-02-11,Basic,11533.42,25,user10203@example.com,No
10343,Oscar Berg,Norway,Oslo,59.0,2026-06-05,Standard,7408.56,6,user10343@example.com,Yes
10260,Nora Eriksson,Sweden,Malmö,42.0,2024-11-10,Premium,8664.9,19,user10260@example.com,Yes
10254,Lina Osman,Denmark,Copenhagen,22.0,2024-06-30,Premium,13332.82,25,user10254@example.com,Yes
10564,Sofia Petersen,Sweden,Gothenburg,,"Feb 02, 2025",Premium,10289.78,26,,Yes
10289,Nora Eriksson,Denmark,Copenhagen,26.0,2025-04-20,Standard,9466.82,26,user10289@example.com,Yes
10442,Lucas Garcia,Denmark,Aarhus,33.0,2025-07-17,Basic,10896.41,14,user10442@example.com,Yes
10283,Amina Hassan,Denmark,Aalborg,48.0,2024-02-25,Premium,10507.97,8,user10283@example.com,Yes
10309,Alexander Rasmussen,Denmark,Aarhus,24.0,2024-05-31,Premium,8917.81,15,user10309@example.com,Yes
10190,Amina Hassan,Denmark,Copenhagen,63.0,2026-01-16, Premium,"15,974.91 DKK",16,user10190@example.com,Yes
10116,Daniel Brown,Norway,Bergen,43.0,not available,Basic,13679.55,3,user10116@example.com,No
10486,Alexander Rasmussen,Denmark,Odense,37.0,2024-07-02,Basic,11157.28,9,user10486@example.com,Yes
10229,Emma Jensen,Sweden,Stockholm,51.0,2025-01-03, Premium,6681.13,28,user10229@example.com,Yes
10450,Sofia Rossi,Sweden,Gothenburg,,2025-11-14,Standard,8545.24,24,user10450@example.com,Yes
10268,Lina Osman,Denmark,Aalborg,26.0,23/03/2026,Basic,6322.5,10,,Yes
10241,Elias Holm,Norway,Oslo,41.0,2024-04-07,Premium,"20,602.38 DKK",23,user10241@example.com,Yes
10025,Nora Eriksson,Norway,Bergen,67.0,"Aug 06, 2024",Premium,13990.09,3,user10025@example.com,Y
10543,Isabella Romano,Norway,Bergen,42.0,2024-08-17,Premium,6946.75,31,user10543@example.com,Yes
10059,Sofie Larsen,Denmark,Aalborg,54.0,2024-01-22,Premium,"5,967.05 DKK",22,user10059@example.com,Yes
10632,Elias Holm,Norway,Oslo,29.0,"Jul 20, 2024",Basic,13963.05,19,user10632@example.com,Yes
10204,Anna Schmidt,Denmark,Odense,21.0,2024-11-09,Basic,12702.43,28,user10204@example.com,no
